Academic Year,County Code,District Code,School Code,County Name,District Name,School Name,District Type,School Type,Educational Option Type,"NSLP Provision Status","Charter School",Charter Number,Charter Funding Type,IRC,Low Grade,High Grade,total_enrolled,frpm,foster,homeless,migrant,direct_cert,unduplicated_frpm,english_learner,"CALPADS Unduplicated Pupil Count (UPC)","CALPADS Fall 1 Certification Status (Y/N)",
2017-2018,01,61192,6001192,Alameda,Hayward Unified,Treeview Elementary,Unified School District,Elementary Schools (Public),Traditional,,No ,,,N,K,6,500,290,3,31,0,198,343,172,384,Y,
2017-2018,01,61200,0132670,Alameda,Livermore Valley Joint Unified,Del Valle Continuation High,Unified School District,Continuation High Schools,Continuation School,,No ,,,N,7,12,115,64,0,3,0,44,66,24,70,Y,
2017-2018,01,61200,6001341,Alameda,Livermore Valley Joint Unified,William Mendenhall Middle,Unified School District,Intermediate/Middle Schools (Public),Traditional,,No ,,,N,6,8,975,105,0,0,4,76,107,31,121,Y,
2017-2018,01,61119,0126656,Alameda,Alameda Unified,Maya Lin,Unified School District,Alternative Schools of Choice,Alternative School of Choice,,No ,,,N,K,8,415,96,0,3,0,65,96,59,124,Y,
2017-2018,01,61143,0134924,Alameda,Berkeley Unified,Berkeley Technology Academy,Unified School District,Continuation High Schools,Continuation School,,No ,,,N,10,12,51,35,1,0,0,30,37,2,39,Y,
2017-2018,01,61176,0130138,Alameda,Fremont Unified,Robertson High (Continuation),Unified School District,Continuation High Schools,Continuation School,,No ,,,N,9,12,167,83,0,12,0,48,83,16,94,Y,
2017-2018,01,61176,6090542,Alameda,Fremont Unified,Oliveira Elementary,Unified School District,Elementary Schools (Public),Traditional,,No ,,,N,K,6,858,165,0,9,0,89,165,232,338,Y,
2017-2018,01,61192,6000913,Alameda,Hayward Unified,Cherryland Elementary,Unified School District,Elementary Schools (Public),Traditional,Provision 2,No ,,,N,K,6,759,413,8,20,18,355,543,396,685,Y,
2017-2018,01,61192,6104566,Alameda,Hayward Unified,Tyrrell Elementary,Unified School District,Elementary Schools (Public),Traditional,Provision 2,No ,,,N,K,6,716,430,1,26,119,347,568,422,666,Y,
2017-2018,01,61234,6001440,Alameda,Newark Unified,August Schilling Elementary,Unified School District,Elementary Schools (Public),Traditional,,No ,,,N,K,6,399,291,0,30,18,142,304,214,331,Y,
2017-2018,01,61234,6001531,Alameda,Newark Unified,Birch Grove Intermediate,Unified School District,Elementary Schools (Public),Traditional,,No ,,,N,3,6,458,198,1,16,6,103,205,96,232,Y,
2017-2018,01,61259,0000001,Alameda,Oakland Unified,"Nonpublic, Nonsectarian Schools",Unified School District,N/A,N/A,,N/A,N/A,N/A,N/A,,,141,36,8,1,0,18,37,20,49,Y,
2017-2018,01,61259,0106906,Alameda,Oakland Unified,Bay Area Technology,Unified School District,K-12 Schools (Public),Traditional,,Yes,0661,Directly funded,Y,6,12,322,145,2,0,0,149,226,48,240,Y,
2017-2018,01,61259,0115238,Alameda,Oakland Unified,ARISE High,Unified School District,High Schools (Public),Traditional,,Yes,0837,Directly funded,Y,9,12,288,212,1,1,3,125,246,55,252,Y,
2017-2018,01,61259,0115576,Alameda,Oakland Unified,Futures Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,No ,,,N,K,5,294,290,1,3,0,206,291,132,292,Y,
2017-2018,01,61259,0118653,Alameda,Oakland Unified,Ralph J. Bunche High,Unified School District,Continuation High Schools,Continuation School,CEP,No ,,,N,9,12,100,87,3,3,0,56,87,13,89,Y,
2017-2018,01,10017,0131581,Alameda,Alameda County Office of Education,Oakland Unity Middle,County Office of Education (COE),Intermediate/Middle Schools (Public),Traditional,,Yes,1707,Directly funded,Y,6,8,179,144,0,0,0,68,153,59,163,Y,
2017-2018,01,61127,6095376,Alameda,Albany City Unified,Marin Elementary,Unified School District,Elementary Schools (Public),Traditional,,No ,,,N,K,5,508,69,0,0,0,36,73,101,139,Y,
2017-2018,01,61143,6090328,Alameda,Berkeley Unified,Washington Elementary,Unified School District,Elementary Schools (Public),Traditional,,No ,,,N,K,5,500,156,1,11,0,78,157,68,188,Y,
2017-2018,01,61168,0132746,Alameda,Emery Unified,Emery Secondary,Unified School District,High Schools (Public),Traditional,,No ,,,N,9,12,179,131,1,5,0,70,132,20,136,Y,
2017-2018,01,61168,6090492,Alameda,Emery Unified,Anna Yates Elementary,Unified School District,Elementary Schools (Public),Traditional,,No ,,,N,K,8,511,390,0,18,0,220,392,130,416,Y,
2017-2018,01,61176,0127233,Alameda,Fremont Unified,Young Adult Program,Unified School District,Special Education Schools (Public),Special Education School,,No ,,,N,9,12,40,0,0,0,0,3,3,21,22,Y,
2017-2018,01,61176,6000624,Alameda,Fremont Unified,Glenmoor Elementary,Unified School District,Elementary Schools (Public),Traditional,,No ,,,N,K,6,651,207,0,8,8,105,207,186,296,Y,
2017-2018,01,61176,6056873,Alameda,Fremont Unified,Centerville Junior High,Unified School District,Intermediate/Middle Schools (Public),Traditional,,No ,,,N,7,8,"1,006",284,0,14,5,140,284,117,329,Y,
2017-2018,01,61176,6090526,Alameda,Fremont Unified,Joshua Chadbourne Elementary,Unified School District,Elementary Schools (Public),Traditional,,No ,,,N,K,6,747,40,1,1,0,31,40,82,110,Y,
2017-2018,01,61192,0135319,Alameda,Hayward Unified,Mt. Eden High,Unified School District,High Schools (Public),Traditional,,No ,,,N,9,12,"1,978","1,137",11,52,11,620,"1,294",137,"1,336",Y,
2017-2018,01,61200,6089338,Alameda,Livermore Valley Joint Unified,Rancho Las Positas Elementary,Unified School District,Elementary Schools (Public),Traditional,,No ,,,N,K,5,601,136,0,0,0,91,136,83,175,Y,
2017-2018,01,61218,6001358,Alameda,Mountain House Elementary,Mountain House Elementary,Elementary School District,Elemen Schools In 1 School Dist. (Public),Traditional,,No ,,,N,K,8,20,16,0,0,0,8,16,6,17,Y,
2017-2018,01,61234,6102917,Alameda,Newark Unified,Newark Junior High,Unified School District,Intermediate/Middle Schools (Public),Traditional,,No ,,,N,7,8,876,468,0,48,19,218,483,147,511,Y,
2017-2018,01,61119,6110779,Alameda,Alameda Unified,Bay Farm,Unified School District,Elementary Schools (Public),Traditional,,No ,,,N,K,8,640,69,0,0,0,52,71,65,118,Y,
2017-2018,01,61143,0131177,Alameda,Berkeley Unified,Berkeley High,Unified School District,High Schools (Public),Traditional,,No ,,,N,9,12,"3,117",853,4,97,0,524,884,177,949,Y,
2017-2018,01,61143,6056857,Alameda,Berkeley Unified,Martin Luther King Middle,Unified School District,Intermediate/Middle Schools (Public),Traditional,,No ,,,N,6,8,"1,024",273,0,25,0,136,279,63,296,Y,
2017-2018,01,61143,6090252,Alameda,Berkeley Unified,Jefferson Elementary,Unified School District,Elementary Schools (Public),Traditional,,No ,,,N,K,5,408,128,2,14,0,66,130,38,136,Y,
2017-2018,01,61143,6105316,Alameda,Berkeley Unified,John Muir Elementary,Unified School District,Elementary Schools (Public),Traditional,,No ,,,N,K,5,296,112,3,13,0,68,116,27,125,Y,
2017-2018,01,61150,6090468,Alameda,Castro Valley Unified,Stanton Elementary,Unified School District,Elementary Schools (Public),Traditional,,No ,,,N,K,5,466,148,0,0,0,79,148,89,182,Y,
2017-2018,01,61176,0135244,Alameda,Fremont Unified,Mission San Jose High,Unified School District,High Schools (Public),Traditional,,No ,,,N,9,12,"2,014",117,2,2,0,87,118,64,164,Y,
2017-2018,01,61176,0138693,Alameda,Fremont Unified,Washington High,Unified School District,High Schools (Public),Traditional,,No ,,,N,9,12,"1,940",518,0,23,11,270,519,170,604,Y,
2017-2018,01,61192,0127944,Alameda,Hayward Unified,Silver Oak High Public Montessori Charter,Unified School District,High Schools (Public),Traditional,,Yes,1543,Directly funded,Y,9,12,198,105,0,0,0,51,116,22,120,Y,
2017-2018,01,61192,0133629,Alameda,Hayward Unified,Hayward High,Unified School District,High Schools (Public),Traditional,,No ,,,N,9,12,"1,607","1,006",6,72,15,603,"1,141",105,"1,167",Y,
2017-2018,01,61192,6090583,Alameda,Hayward Unified,Eden Gardens Elementary,Unified School District,Elementary Schools (Public),Traditional,,No ,,,N,K,6,587,277,4,18,1,182,331,152,398,Y,
2017-2018,01,61242,0110478,Alameda,New Haven Unified,Alternative Learning Academy at Conley-Caraballo High,Unified School District,Alternative Schools of Choice,Alternative School of Choice,,No ,,,N,9,12,11,7,0,0,0,4,7,2,7,Y,
2017-2018,01,61259,0120188,Alameda,Oakland Unified,Aspire ERES Academy,Unified School District,Elementary Schools (Public),Traditional,,Yes,1115,Directly funded,Y,K,8,217,197,2,1,0,89,202,111,207,Y,
2017-2018,01,10017,6002000,Alameda,Alameda County Office of Education,Lazear Charter Academy,County Office of Education (COE),Elementary Schools (Public),Traditional,,Yes,1464,Directly funded,Y,K,8,457,403,4,8,20,193,416,235,429,Y,
2017-2018,01,61119,0122085,Alameda,Alameda Unified,The Academy of Alameda,Unified School District,Intermediate/Middle Schools (Public),Traditional,,Yes,1181,Directly funded,Y,6,8,489,180,1,0,0,127,184,45,196,Y,
2017-2018,01,61119,6100374,Alameda,Alameda Unified,Amelia Earhart Elementary,Unified School District,Elementary Schools (Public),Traditional,,No ,,,N,K,5,643,80,0,1,0,60,82,94,146,Y,
2017-2018,01,61143,6090286,Alameda,Berkeley Unified,Malcolm X Elementary,Unified School District,Elementary Schools (Public),Traditional,,No ,,,N,K,5,551,136,3,5,0,80,138,35,153,Y,
2017-2018,01,61150,6090351,Alameda,Castro Valley Unified,Castro Valley Elementary,Unified School District,Elementary Schools (Public),Traditional,,No ,,,N,K,5,465,220,1,0,0,134,220,130,272,Y,
2017-2018,01,61176,6000715,Alameda,Fremont Unified,Tom Maloney Elementary,Unified School District,Elementary Schools (Public),Traditional,,No ,,,N,K,6,591,134,0,2,1,75,134,177,253,Y,
2017-2018,01,61176,6000806,Alameda,Fremont Unified,Patterson Elementary,Unified School District,Elementary Schools (Public),Traditional,,No ,,,N,K,6,770,176,1,5,0,122,177,181,298,Y,
2017-2018,01,61176,6000848,Alameda,Fremont Unified,Warm Springs Elementary,Unified School District,Elementary Schools (Public),Traditional,,No ,,,N,3,6,"1,073",52,3,3,0,40,52,86,123,Y,
2017-2018,01,61192,0113902,Alameda,Hayward Unified,Impact Academy of Arts & Technology,Unified School District,High Schools (Public),Traditional,,Yes,0836,Directly funded,Y,7,12,708,422,2,3,0,209,458,69,470,Y,
2017-2018,01,61200,6001234,Alameda,Livermore Valley Joint Unified,Junction K-8,Unified School District,Elementary Schools (Public),Traditional,,No ,,,N,K,8,883,566,2,17,69,364,573,359,623,Y,
2017-2018,01,61259,0111476,Alameda,Oakland Unified,Achieve Academy,Unified School District,Elementary Schools (Public),Traditional,,Yes,0780,Directly funded,Y,K,5,674,634,0,24,0,292,641,448,662,Y,
2017-2018,01,61259,0114868,Alameda,Oakland Unified,Oakland Charter High,Unified School District,High Schools (Public),Traditional,,Yes,0883,Directly funded,Y,9,12,412,0,0,2,0,196,197,73,237,Y,
2017-2018,01,61259,0132555,Alameda,Oakland Unified,Conservatory of Vocal/Instrumental Arts High,Unified School District,High Schools (Public),Traditional,,Yes,1745,Directly funded,Y,9,12,72,38,0,0,0,25,39,1,39,Y,
2017-2018,01,10017,0130401,Alameda,Alameda County Office of Education,Alameda County Juvenile Hall/Court,County Office of Education (COE),Juvenile Court Schools,Juvenile Court School,,No ,,,N,K,12,77,1,13,18,0,37,52,7,77,Y,
2017-2018,01,61119,6090120,Alameda,Alameda Unified,William G. Paden Elementary,Unified School District,Elementary Schools (Public),Traditional,,No ,,,N,K,5,373,165,1,2,0,127,167,111,205,Y,
2017-2018,01,61127,0130450,Alameda,Albany City Unified,Albany High,Unified School District,High Schools (Public),Traditional,,No ,,,N,9,12,"1,129",223,1,4,0,148,232,103,289,Y,
2017-2018,01,61127,6090161,Alameda,Albany City Unified,Albany Middle,Unified School District,Intermediate/Middle Schools (Public),Traditional,,No ,,,N,6,8,880,165,0,1,0,90,166,86,210,Y,
2017-2018,01,61176,6066468,Alameda,Fremont Unified,John Gomes Elementary,Unified School District,Elementary Schools (Public),Traditional,,No ,,,N,K,6,778,47,2,6,0,30,50,106,141,Y,
2017-2018,01,61192,0131334,Alameda,Hayward Unified,Highland,Unified School District,Special Education Schools (Public),Special Education School,,No ,,,N,K,12,25,21,1,4,0,13,21,4,22,Y,
2017-2018,01,61200,6001291,Alameda,Livermore Valley Joint Unified,Joe Michell,Unified School District,Elementary Schools (Public),Traditional,,No ,,,N,K,8,799,184,0,1,14,104,185,97,217,Y,
2017-2018,01,61234,0000001,Alameda,Newark Unified,"Nonpublic, Nonsectarian Schools",Unified School District,N/A,N/A,,N/A,N/A,N/A,N/A,,,7,1,0,0,0,1,1,3,4,Y,
2017-2018,01,61242,0000001,Alameda,New Haven Unified,"Nonpublic, Nonsectarian Schools",Unified School District,N/A,N/A,,N/A,N/A,N/A,N/A,,,18,2,0,0,0,2,2,10,11,Y,
2017-2018,01,61242,6115554,Alameda,New Haven Unified,Guy Jr. Emanuele Elementary,Unified School District,Elementary Schools (Public),Traditional,,No ,,,N,K,5,586,358,3,9,15,184,358,236,424,Y,
2017-2018,01,61242,6118525,Alameda,New Haven Unified,Delaine Eastin Elementary,Unified School District,Elementary Schools (Public),Traditional,,No ,,,N,K,5,775,197,0,1,0,99,197,146,287,Y,
2017-2018,01,61259,0112763,Alameda,Oakland Unified,United for Success Academy,Unified School District,Intermediate/Middle Schools (Public),Traditional,CEP,No ,,,N,6,8,359,342,0,4,1,203,342,138,346,Y,
2017-2018,01,61259,0112789,Alameda,Oakland Unified,Elmhurst Community Prep,Unified School District,Intermediate/Middle Schools (Public),Traditional,CEP,No ,,,N,6,8,371,352,1,3,0,197,352,133,356,Y,
2017-2018,01,61200,6110332,Alameda,Livermore Valley Joint Unified,Leo R. Croce Elementary,Unified School District,Elementary Schools (Public),Traditional,,No ,,,N,P,5,608,146,4,0,0,95,147,78,175,Y,
2017-2018,01,61200,6117543,Alameda,Livermore Valley Joint Unified,Altamont Creek Elementary,Unified School District,Elementary Schools (Public),Traditional,,No ,,,N,K,5,593,113,0,2,2,83,116,82,162,Y,
2017-2018,01,61234,6001523,Alameda,Newark Unified,Lincoln Elementary,Unified School District,Elementary Schools (Public),Traditional,,No ,,,N,K,6,385,196,0,18,1,87,206,97,235,Y,
2017-2018,01,61259,0100123,Alameda,Oakland Unified,East Oakland Leadership Academy,Unified School District,Elementary Schools (Public),Traditional,,Yes,0499,Directly funded,Y,K,8,110,96,1,0,0,49,97,21,98,Y,
2017-2018,01,61259,0109819,Alameda,Oakland Unified,Aspire Berkley Maynard Academy,Unified School District,Elementary Schools (Public),Traditional,,Yes,0726,Directly funded,Y,K,8,567,442,4,0,0,267,451,75,456,Y,
2017-2018,01,61259,0110239,Alameda,Oakland Unified,Reach Academy,Unified School District,Elementary Schools (Public),Traditional,CEP,No ,,,N,K,5,391,321,1,7,0,237,324,150,352,Y,
2017-2018,01,61259,0112813,Alameda,Oakland Unified,Fred T. Korematsu Discovery Academy,Unified School District,Elementary Schools (Public),Traditional,,No ,,,N,K,5,339,313,0,0,0,192,313,193,325,Y,
2017-2018,01,61259,0114363,Alameda,Oakland Unified,American Indian Public Charter II,Unified School District,Elementary Schools (Public),Traditional,,Yes,0882,Directly funded,Y,K,8,643,424,0,0,0,305,451,181,495,Y,
2017-2018,01,61259,0115014,Alameda,Oakland Unified,KIPP Bridge Academy,Unified School District,Intermediate/Middle Schools (Public),Traditional,,Yes,0938,Directly funded,Y,K,8,559,487,7,9,0,289,487,111,491,Y,
2017-2018,01,61259,0115584,Alameda,Oakland Unified,Global Family,Unified School District,Elementary Schools (Public),Traditional,CEP,No ,,,N,K,5,442,428,0,4,0,216,428,368,439,Y,
2017-2018,01,61259,0123711,Alameda,Oakland Unified,Vincent Academy,Unified School District,Elementary Schools (Public),Traditional,,Yes,1271,Directly funded,Y,K,5,266,200,2,4,0,151,216,65,226,Y,
2017-2018,01,61259,0131896,Alameda,Oakland Unified,Roses in Concrete,Unified School District,Elementary Schools (Public),Traditional,,Yes,1713,Directly funded,Y,K,8,340,205,0,15,0,131,215,64,235,Y,
2017-2018,01,61259,6002042,Alameda,Oakland Unified,Manzanita Community,Unified School District,Elementary Schools (Public),Traditional,CEP,No ,,,N,K,5,438,400,2,10,0,264,401,207,412,Y,
2017-2018,01,61192,0127696,Alameda,Hayward Unified,Knowledge Enlightens You (KEY) Academy,Unified School District,Elementary Schools (Public),Traditional,,Yes,1514,Directly funded,Y,K,8,548,269,2,0,0,193,335,239,409,Y,
2017-2018,01,61242,6097679,Alameda,New Haven Unified,Cesar Chavez Middle,Unified School District,Intermediate/Middle Schools (Public),Traditional,,No ,,,N,6,8,"1,252",778,2,18,30,380,778,313,839,Y,
2017-2018,01,61259,0129635,Alameda,Oakland Unified,Downtown Charter Academy,Unified School District,Intermediate/Middle Schools (Public),Traditional,,Yes,1661,Directly funded,Y,6,8,275,0,0,1,0,134,134,47,153,Y,
2017-2018,01,61259,0130179,Alameda,Oakland Unified,Street Academy (Alternative),Unified School District,Alternative Schools of Choice,Alternative School of Choice,CEP,No ,,,N,9,12,108,94,4,1,2,59,94,19,95,Y,
2017-2018,01,61259,6001713,Alameda,Oakland Unified,Howard Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,No ,,,N,K,5,214,190,3,5,0,122,190,21,191,Y,
2017-2018,01,61259,6001812,Alameda,Oakland Unified,Emerson Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,No ,,,N,K,5,314,232,2,1,0,151,232,60,236,Y,
2017-2018,01,61259,6118640,Alameda,Oakland Unified,Melrose Leadership Academy,Unified School District,Elementary Schools (Public),Traditional,Breakfast Provision 2,No ,,,N,P,8,508,253,0,7,0,143,253,192,297,Y,
2017-2018,01,61275,0000001,Alameda,Piedmont City Unified,"Nonpublic, Nonsectarian Schools",Unified School District,N/A,N/A,,N/A,N/A,N/A,N/A,,,9,0,0,0,0,0,0,1,1,Y,
2017-2018,01,61291,0000001,Alameda,San Leandro Unified,"Nonpublic, Nonsectarian Schools",Unified School District,N/A,N/A,,N/A,N/A,N/A,N/A,,,24,3,1,0,0,3,7,2,9,Y,
2017-2018,01,61309,6002521,Alameda,San Lorenzo Unified,Colonial Acres Elementary,Unified School District,Elementary Schools (Public),Traditional,,No ,,,N,K,5,590,475,0,3,54,291,485,372,536,Y,
2017-2018,01,61309,6002562,Alameda,San Lorenzo Unified,Edendale Middle,Unified School District,Intermediate/Middle Schools (Public),Traditional,,No ,,,N,6,8,699,570,2,20,15,312,580,233,606,Y,
2017-2018,01,61309,6002620,Alameda,San Lorenzo Unified,Hillside Elementary,Unified School District,Elementary Schools (Public),Traditional,,No ,,,N,K,5,452,380,1,13,0,234,387,222,413,Y,
2017-2018,01,61309,6002703,Alameda,San Lorenzo Unified,Washington Manor Middle,Unified School District,Intermediate/Middle Schools (Public),Traditional,,No ,,,N,6,8,764,414,0,8,0,221,427,99,457,Y,
